d,0,0.10185010546583881
d,10,0.10185010546583881
d,20,0.10185010546583881
d,30,0.10185010546583881
d,40,0.10185010546583881
d,50,0.10185010546583881
d,60,0.10537998718474054
d,70,0.10537998718474054
d,80,0.10537998718474054
d,90,0.10537998718474054
d,100,0.10537998718474054
d,110,0.10387652219174007
d,120,0.10387652219174007
d,130,0.10387652219174007
d,140,0.10387652219174007
d,150,0.10387652219174007
d,160,0.10316133198108865
d,170,0.10316133198108865
d,180,0.10316133198108865
d,190,0.10316133198108865
d,200,0.10316133198108865
d,210,0.10283190890417103
d,220,0.10283190890417103
d,230,0.10283190890417103
d,240,0.10283190890417103
d,250,0.10283190890417103
d,260,0.10357767483412335
d,270,0.10357767483412335
d,280,0.10357767483412335
d,290,0.10357767483412335
d,300,0.10357767483412335
d,310,0.10374800174539135
d,320,0.10374800174539135
d,330,0.10374800174539135
d,340,0.10374800174539135
d,350,0.10374800174539135
d,360,0.10249404510882144
d,370,0.10249404510882144
d,380,0.10249404510882144
d,390,0.10249404510882144
d,400,0.10249404510882144
d,410,0.1030020699300499
d,420,0.1030020699300499
d,430,0.1030020699300499
d,440,0.1030020699300499
d,450,0.103450736075296
d,460,0.103450736075296
d,470,0.103450736075296
d,480,0.103450736075296
d,490,0.103450736075296
d,500,0.10359671054673035
d,510,0.10359671054673035
d,520,0.10359671054673035
d,530,0.10359671054673035
d,540,0.10359671054673035
d,550,0.10376756547579463
d,560,0.10376756547579463
d,570,0.10376756547579463
d,580,0.10376756547579463
d,590,0.10376756547579463
d,600,0.10375129498079089
d,610,0.10375129498079089
d,620,0.10375129498079089
d,630,0.10375129498079089
d,640,0.10384613754377875
d,650,0.10384613754377875
d,660,0.10384613754377875
d,670,0.10384613754377875
d,680,0.06548442615883973
d,690,0.06548442615883973
d,700,0.06548442615883973
d,710,0.06548442615883973
d,720,0.06548442615883973
d,730,0.06548442615883973
d,740,0.06548442615883973
d,750,0.06548442615883973
d,760,0.06548442615883973
d,770,0.06548442615883973
d,780,0.06548442615883973
d,790,0.06548442615883973
d,800,0.06548442615883973
d,810,0.06548442615883973
d,820,0.06548442615883973
d,830,0.06548442615883973
d,840,0.06548442615883973
d,850,0.06548442615883973
d,860,0.06548442615883973
d,870,0.06548442615883973
d,880,0.06548442615883973
d,890,0.06548442615883973
d,900,0.06548442615883973
d,910,0.06548442615883973
d,920,0.06548442615883973
d,930,0.06548442615883973
d,940,0.06548442615883973
d,950,0.06548442615883973
d,960,0.06548442615883973
d,970,0.06548442615883973
d,980,0.06548442615883973
d,990,0.06548442615883973
d,1000,0.06548442615883973
d,1010,0.06548442615883973
d,1020,0.06548442615883973
d,1030,0.06548442615883973
d,1040,0.06548442615883973
d,1050,0.06548442615883973
d,1060,0.06548442615883973
d,1070,0.06548442615883973
d,1080,0.06548442615883973
d,1090,0.06548442615883973
